Shikhar Dhawan,750
David Warner,646
Virat Kohli,643
Rohit Sharma,554
Suresh Raina,506
Gautam Gambhir,492
Robin Uthappa,481
Ajinkya Rahane,455
Dinesh Karthik,439
AB de Villiers,413
Chris Gayle,404
Shane Watson,375
Faf du Plessis,374
Parthiv Patel,365
Ambati Rayudu,359
KL Rahul,355
Suryakumar Yadav,349
MS Dhoni,349
Virender Sehwag,334
Manish Pandey,333
